fullCategoryName,name,type,regex
pestles.technological.cyber,virus,thing,(?ui)\b(anti[- ])?virus( software)?\b
pestles.technological.digitalCurrency,Currency,Digital,bitcoin
pestles.technological.digitalCurrency,Currency,Digital,litecoin
pestles.technological.digitalCurrency,Currency,Digital,dogecoin
pestles.technological.digitalCurrency,Currency,Digital,monero
pestles.technological.digitalCurrency,Currency,Digital,dash
pestles.technological.digitalCurrency,Currency,Digital,ethereum
pestles.technological.digitalCurrency,Currency,Denomination,millibitcoin
pestles.technological.digitalCurrency,Currency,Denomination,mBTC
pestles.technological.digitalCurrency,Currency,Denomination,microbitcoin
pestles.technological.digitalCurrency,Currency,Denomination,satoshi
pestles.technological.digitalCurrency,Currency,Denomination,millicoin
pestles.technological.digitalCurrency,Currency,Denomination,mLTC
pestles.technological.digitalCurrency,Currency,Denomination,microcoin
pestles.technological.digitalCurrency,Currency,Denomination,litoshi
pestles.technological.digitalCurrency,Currency,BTCID,"\b1[1-9A-HJ-NP-Za-km-z]{32,33}\b"
